,İLAN ADI,MAHALLE,FİYAT,NET(m²),BRÜT(m²),ODA-SALON SAYISI,ODA SAYISI,SALON SAYISI,BANYO SAYISI,FOTOĞRAF SAYISI,BİNA KAT SAYISI,BULUNDUĞU KAT,YAPI DURUMU,ISITMA,BİNA YAŞI,AİDAT,KİRA GETİRİSİ
513,CİTY'DEN ÖZGÜRLÜK PARKI KARŞISINDA SIFIR BAHÇE KATI 2+1,Göztepe,4.750.000,75,95,2+1,2,1,1,8,8,Bahçe katı,Sıfır,Kombi (Doğalgaz),0,0,0
514,SUADİYE AMETİST'TE SATILIK FUL DENİZ MANZARALI MUHTEŞEM DUBLEKS,Bostancı,11.500.000,189,233,4+2,4,2,3,36,10-20 arası,18,Sıfır,Yerden Isıtma,3,,
515,"KADIKÖY ZÜHTÜPAŞA' DA 3+1 120 M2, YENİ BOYALI KAÇIRILMAZ DAİRE",Zühtüpaşa,2.580.000,100,120,3+1,3,1,1,36,4,Bahçe katı,İkinci El,Merkezi Sistem,31-35 arası,100,0
516,"SUADİYE'DE,YENİ,GÜVENLİKLİ,BALKONLU,EBEVEYN BANYOLU,109M2,2+1",Suadiye,6.900.000,84,109,2+1,2,1,2,8,10-20 arası,4,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,,
517,FENERYOLU MARMARAY VE BAĞDATA ADIM MESAFEDE YENİ 112M2 3+1,Feneryolu,6.250.000,80,112,3+1,3,1,2,6,10-20 arası,3,İkinci El,Merkezi Sistem (Isı Payı Ölçer),3,0,0
518,Feneryolu Özgürlük Parkına Marmaraya Yürüeme Mesafesinde,Feneryolu,5.900.000,93,110,3+1,3,1,2,,10-20 arası,13,Yapım Aşamasında,Merkezi Sistem (Isı Payı Ölçer),0,0,0
519,Fikirtepe Torkam sitesinde 1+1 yeni bina oturulmamış,Dumlupınar,3.500.000,50,60,1+1,1,1,1,22,10-20 arası,11,,Fancoil,1,550,0
520,Feneryolu marmaraya yakın geniş 3+1 masrafsız yenilenmiş,Feneryolu,6.950.000,135,160,3+1,3,1,2,30,10-20 arası,9,,Klima,31-35 arası,850,0
521,Göztepe tütüncü mehmet efendi caddesi üzerinde 4+1 yeni bina,Göztepe,15.000.000,140,165,4+1,4,1,2,28,10-20 arası,1,,Klima,4,0,0
522,SUADİYE ÇOLAK İSMAİL DE GENİŞ VE BAKIMLI GENÇ BİNADA SATILIK 3+1,Suadiye,7.600.000,109,132,3+1,3,1,2,31,5,2,İkinci El,Kombi (Doğalgaz),6-10 arası,,
523,Fenerbahçe Kahve Dünyası Sütişe Yakın 3+1 Satılık Daire,Fenerbahçe,12.000.000,110,140,3+1,3,1,2,31,10-20 arası,1,İkinci El,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,0,0
524,Mükemmel Doğa ve Deniz Manzaralı Katta Tek 4+1 Satılık,Göztepe,13.900.000,175,230,4+1,4,1,1,28,8,6,İkinci El,Merkezi Sistem,26-30 arası,0,0
525,Çiftehavuzlar'da Muhteşem konumda Sıfır binada 3+1,Göztepe,6.750.000,88,110,3+1,3,1,2,21,10-20 arası,7,,Kombi (Doğalgaz),0,0,0
526,KALAMIŞ RESİDENCE 45000 TL KİRA GETİRİLİ 3.KAT 360m2 SATILIK 5+1,Fenerbahçe,30.000.000,330,360,5+1,5,1,3,31,20 ve üzeri,3,,Merkezi Sistem,16-20 arası,6.000,45.000
527,"MELTEM KULE'DE, DENİZ MANZARALI, İSKANLI 5+2 SATILIK DUBLEKS",Kozyatağı,10.500.000,250,300,5+2,5,2,2,25,20 ve üzeri,20 ve üzeri,,Klima,2,650,0
528,Caddebostan Sahil Teraslı Sıfır Dubleks 5+2,Caddebostan,24.500.000,310,390,5+2,5,2,3,26,10-20 arası,13,Sıfır,Kombi (Doğalgaz),1,0,0
529,Caddebostan Sahil Irmak okullarına Yakın Deniz Manzaralı,Caddebostan,21.500.000,250,310,4+2,4,2,3,25,10-20 arası,13,İkinci El,Kombi (Doğalgaz),3,0,0
530,Suadiye yeni bina 4+1 160 m2 net,Bostancı,17.650.000,160,190,4+1,4,1,2,20,7,5,,Kombi (Doğalgaz),11-15 arası,750,0
531,DALYAN SAHİLDE 1 YILLIK 250M2 LEBİDERYA TERASLI İSKANLI DUBLEKS,Fenerbahçe,26.450.000,195,250,4+2,4,2,3,20,10-20 arası,14,Sıfır,Merkezi Sistem (Isı Payı Ölçer),1,,
532,CEMİL TOPUZLU CADDESİNDE MUHTEŞEM LOKASYONDA 3+1,Fenerbahçe,11.950.000,110,120,3+1,3,1,1,20,8,4,,Kombi (Doğalgaz),16-20 arası,0,0
533,MÜKEMMEL LOKASYONDA MİMARİ DEKORLU 4+1 FERAH,Göztepe,8.750.000,160,190,4+1,4,1,2,19,8,1,,Kombi (Doğalgaz),31-35 arası,0,0
534,GÖZTEPE MERKEZDE İÇİ YAPILI BALKONLU EBEVEYN BANYOLU SATILIK 3+1,Göztepe,5.900.000,125,165,3+1,3,1,2,26,5,2,,Klima,21-25 arası,0,0
535,Feneryolu'nda marmaray ve bağdat caddesine yakın 4+1,Feneryolu,6.950.000,140,160,4+1,4,1,2,22,5,2,,Kombi (Doğalgaz),31-35 arası,0,0
536,Erenköy kaçırılmayacak fırsat daire 3+1 giriş katı,19 Mayıs,3.950.000,100,120,3+1,3,1,1,17,9,Bahçe katı,,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,750,0
537,Cadcebostan sahil parseli 3+1 yeni bina vatandaşlığa uygun,Caddebostan,14.850.000,120,145,3+1,3,1,2,16,8,7,,Klima,4,0,0
538,Caddebostan iskele sokak 1+1 yeni bina,Caddebostan,5.800.000,50,60,1+1,1,1,1,16,10-20 arası,1,,Klima,1,800,0
539,Erenköy ün en güzel lokasyonunda masrafsız 3+1 geniş daire,Erenköy,5.950.000,130,160,3+1,3,1,1,15,7,2,,Kombi (Doğalgaz),26-30 arası,750,0
540,ERENKÖY İSTASYON CAD.SATILIK 3+1 98 M2 NET LÜKS DAİRELER,Erenköy,7.220.000,98,125,3+1,3,1,2,8,10,7,,Klima,0,0,0
541,"Göztepe Tütüncü mehmet efendi caddesi 3,5+1 yeni bina",Göztepe,8.950.000,120,150,3+1,3,1,2,14,10-20 arası,5,,Klima,6-10 arası,0,0
542,Suadiye sahil parseli 4+1 içi yenilenmiş daire,Suadiye,12.700.000,170,190,4+1,4,1,2,13,3,3,,Klima,31-35 arası,800,0
543,ERENKÖY BAĞDATA YAKIN 125M2 BALKONLU ASANSÖRLÜ OTOPARKLI,Erenköy,5.000.000,100,125,3+1,3,1,1,13,6,5,İkinci El,Merkezi Sistem,31-35 arası,,
544,Feneryolu bağdatcaddeye 1nci paralel 2+1 inşaatı devam eden,Feneryolu,5.500.000,75,95,2+1,2,1,1,11,10-20 arası,4,,Kombi (Doğalgaz),0,0,0
545,BOSTANCI'DA MERKEZİ LOKASYONDA 2+1 DAİRE,Bostancı,5.250.000,75,95,2+1,2,1,1,11,8,6,İkinci El,Kombi (Doğalgaz),5,100,0
546,Hasanpaşa'da Balkonlu İçi Yenilenmiş Satılık 2+1 Daire,Hasanpaşa,2.450.000,80,100,2+1,2,1,1,9,3,Yüksek Giriş,,Kombi (Doğalgaz),31-35 arası,0,0
547,fenerbahçe kalamış 2+1 yatırımlık daire,Zühtüpaşa,2.850.000,90,120,2+1,2,1,1,27,5,Giriş Katı,,Kombi (Doğalgaz),31-35 arası,100,0
548,"BOSTANCI ŞENESENEVLER'DE GENİŞ BALKONLU, 2+1 SATILIK DAİRE",Bostancı,3.150.000,90,120,2+1,2,1,2,7,3,3,,Merkezi Sistem,31-35 arası,250,0
549,Kadıköy Moda Caferağa'da Satılık 2+1 İçi Yenilenmiş Eşyalı Daire,Caferağa,4.000.000,78,91,2+1,2,1,1,14,4,2,İkinci El,Kombi (Doğalgaz),36-40 arası,0,0
550,Feneryolu Balkonlu Kombili 3+1 Satılık Daire,Feneryolu,5.000.000,122,155,3+1,3,1,2,24,7,6,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
551,Fenerbahçe Dalyan Ordu Evi Yakın Kapalı Otoparklı Dubleks,Fenerbahçe,19.900.000,256,310,5+2,5,2,4,36,8,8,İkinci El,Yerden Isıtma,21-25 arası,0,0
552,KOZYATAĞINDA YENİ SIFIR DUBLEKS DAİRE 190 M2,Kozyatağı,9.500.000,160,190,5+1,5,1,2,27,10,10,Sıfır,Kombi (Doğalgaz),0,300,
553,"BOSTANCI'DA SAHİL İLE E-5 ARASINDA SATILIK 4,5+1 SİTE DAİRESİ",Bostancı,8.200.000,127,160,4+1,4,1,2,32,8,1,İkinci El,Kombi (Doğalgaz),16-20 arası,885,
554,ACIBADEM DÖRTYOLDA ŞAHANE KONUMLU 2+1 75m²Y.GİRİŞ DAİRE,Acıbadem,3.000.000,72,75,2+1,2,1,1,15,4,Giriş Katı,,Kombi (Doğalgaz),6-10 arası,0,0
555,ERENKÖY BAĞDATA YÜRÜME MESAFESİNDE 165M2 2 BALKONLU ULTRA LÜKS,Erenköy,7.395.000,130,165,3+1,3,1,2,18,8,2,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,,
556,CEMİL TOPUZLU ÜZERİNDE 12 YILLIK 140M2 2 BALKONLU,Fenerbahçe,11.950.000,110,140,3+1,3,1,2,9,8,4,İkinci El,Kombi (Doğalgaz),11-15 arası,,
557,ETHEM EFENDİ CAD ÜZERİNDE BALKONLU SATILIK 3+1 DAİRE!!,Erenköy,7.450.000,100,140,3+1,3,1,2,31,7,3,İkinci El,Kombi (Doğalgaz),4,,
558,MODA'DA 2.KAT İSKANLI YENİLENMİŞ BALKONLU 125m2 BOŞ SATILIK 3+1,Caferağa,5.000.000,110,125,3+1,3,1,1,31,4,2,İkinci El,Kombi (Doğalgaz),31-35 arası,25,
559,Kadıköy Hasanpaşa'da 2+1 Satılık Daire,Hasanpaşa,2.750.000,85,110,2+1,2,1,1,23,,,,,,,
560,"2+1SATILIK DAIRE, KOZYATAĞI'NIN SAKIN VE NEZIH BÖLGESINDE",Kozyatağı,5.400.000,80,100,2+1,2,1,1,36,10-20 arası,11,İkinci El,Klima,6-10 arası,200,0
561,"Sahile çok yakın Mesafede, Caferağa Mahallesi,  3+1, SATILIK..",Caferağa,7.200.000,140,150,3+1,3,1,1,14,,,,,,,
562,A VENDRE APPARTEMENT Excellence,Acıbadem,5.350.000,110,111,2+1,2,1,2,15,10-20 arası,,Sıfır,,0,,
563,KOZYATAĞI METRO İST İLE KOZZY AVM ARASI GÜNEY CEPHELİ 3+1 DAİRE,Kozyatağı,4.000.000,100,120,3+1,3,1,1,20,10,8,İkinci El,Kalorifer (Doğalgaz),26-30 arası,250,
564,KOZYATAĞI BAYTUR KONUTLARINDA SATILIK BÜYÜK TİP 1+1 DAİRE,Kozyatağı,3.250.000,54,74,1+1,1,1,1,55,20 ve üzeri,19,,Merkezi Sistem,11-15 arası,1.250,
565,ERENKÖY 19 MAYIS İSMAİL SELÇUK'TAN LUX BİNA SATILIK DAİRE 3+1,19 Mayıs,5.600.000,90,120,3+1,3,1,2,31,10-20 arası,11,,Klima,3,0,0
566,ERENKÖYDE ÖZEL TASARIMLI SATILIK DAİRE,Erenköy,10.750.000,110,135,3+1,3,1,2,25,10-20 arası,13,,Klima,4,350,0
567,FENERYOLU İSMAİL SELÇUK'TAN YENİ BİNADA ULAŞIM NOKTALARINA YAKIN,Feneryolu,3.750.000,58,76,2+1,2,1,1,31,10-20 arası,2,,Klima,3,0,0
568,C.BOSTAN'DA 230M2 3 ODA 55+43 2 SALONLU ULTRA LÜKS DUBLEKS,Erenköy,12.750.000,200,230,3+2,3,2,4,31,7,7,İkinci El,Merkezi Sistem,26-30 arası,,
569,Vatandaşlığa Uygun Kalamış Caddesi 3+1 Satılık Lüks Konut,Fenerbahçe,9.400.000,100,130,3+1,3,1,1,20,10-20 arası,5,,Klima,4,0,0
570,Kadıköy Rıhtımı Gören 80 m2 Kısmi deniz manzaralı daire,Rasimpaşa,2.690.000,65,80,1+1,1,1,0,7,4,Kot 3,İkinci El,Kombi (Doğalgaz),31-35 arası,50,14.000
571,Çiftehavuzlar Sahil Dalyan Deniz Parka Yakın Balkonlu Sıfır 3+1,Fenerbahçe,14.000.000,130,170,3+1,3,1,2,26,10-20 arası,8,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,0,0
572,FENERBAHÇE DALYAN SAHİL YEŞİLLİKLER İÇİNDE BOŞ DAİRE 4+1 165 M2,Fenerbahçe,18.750.000,150,165,4+1,4,1,1,31,10-20 arası,1,İkinci El,Kalorifer (Doğalgaz),26-30 arası,,
573,Şair Arşi Caddesine 3. Bina 3+1 Satılık Daire,Merdivenköy,3.200.000,105,130,3+1,3,1,1,22,8,3,İkinci El,Merkezi Sistem,31-35 arası,0,0
574,Fenerbahçe Dalyan Sahil Yakın Balkonlu Sıfır Satılık Daire,Fenerbahçe,15.000.000,135,170,3+1,3,1,2,26,10-20 arası,8,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,0,0
575,Feneryolu Bağdat Caddesi Marmaray Yakın Masrafsız Full Yapılı,Feneryolu,9.250.000,148,200,3+1,3,1,2,27,7,3,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
576,SAHRAYICEDİT ATATÜRK CADDESİ YAKINI 4+1 SATILIK DUBLEKS DAİRE,Sahrayı Cedit,4.825.000,165,230,4+1,4,1,3,35,7,7,,Klima,21-25 arası,0,0
577,Fenerbahçe Kalamış Deniz Marina Doğa Manzaralı 3+1 Satılık,Fenerbahçe,13.800.000,122,160,3+1,3,1,2,19,10,7,İkinci El,Yerden Isıtma,4,0,0
578,ERENKÖY FİZİK  KOZYATAĞI TANİŞ SİTESİNDE  FULL YAPILI  ÖN DAİRE,19 Mayıs,4.900.000,110,140,3+1,3,1,1,18,10-20 arası,6,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,200,0
579,Fenerbahçe Dalyan Kulüp Ordu Evi Yakın Satılık 3+1 Daire,Fenerbahçe,9.750.000,100,130,3+1,3,1,2,16,10,6,İkinci El,Kombi (Doğalgaz),4,0,0
580,Kalamış'ta Denize 4. Bina Konumunda Balkonlu Lüks Kombili,Fenerbahçe,5.400.000,85,100,2+1,2,1,1,19,8,1,İkinci El,Kombi (Doğalgaz),21-25 arası,0,0
581,İNÖNÜ CADDESİNDE YOLA CEPHE 3+1 SATILIK DAİRE,19 Mayıs,3.930.000,115,135,3+1,3,1,2,15,7,1,İkinci El,,26-30 arası,200,
582,"ERENKÖY'ÜN KALBİNDE, SİTE İÇİNDE, 4+1, 170m2 DAİRE",Erenköy,9.500.000,140,170,4+1,4,1,2,12,10-20 arası,Yüksek Giriş,İkinci El,Merkezi Sistem (Isı Payı Ölçer),4,775,0
583,GÖZTEPE'DE DİNAMİK'TEN MARMARAYA YAKIN 3+1 BALKONLU YENİ SATILIK,Göztepe,6.650.000,93,125,3+1,3,1,2,28,8,4,,Klima,0,0,0
584,DİNAMİK'TEN ŞENESENEVLER'DE MİMARİ DEKORLU BALKONLU LÜKS 3+1,Bostancı,4.450.000,130,145,3+1,3,1,1,30,8,3,,Merkezi Sistem,31-35 arası,200,0
585,DİNAMİK'TEN GÖZTEPE 60.YIL PARKI ÜZERİNDE DENİZ MANZARALI LOFT,Göztepe,9.250.000,125,160,3+2,3,2,1,27,10-20 arası,14,,Klima,6-10 arası,0,0
586,FİYAT DÜŞTÜ KADIKÖY ERENKÖY ÇOBAN YILDIZI SOKAK SATILIK 2 1,Erenköy,2.900.000,85,110,2+1,2,1,1,29,5,1,,Merkezi Sistem,31-35 arası,80,0
587,Suadiye Sahilde Vatandaşlığa Uygun 220 m2 Satılık 3+1 Daire,Suadiye,15.250.000,180,210,3+1,3,1,1,21,3,2,,Kombi (Doğalgaz),31-35 arası,0,0
588,BOSTANCI DA ÇOK KULLANIŞLI VE GENİŞ ÖZEL TASARIM SATILIK DUBLEKS,Bostancı,10.250.000,211,252,3+2,3,2,2,30,6,6,İkinci El,Kalorifer (Doğalgaz),6-10 arası,225,
589,FENERBAHÇE DE CEMİL TOPUZLU ÜSTÜNDE GENÇ BİNADA SATILIK 3+1,Fenerbahçe,13.000.000,100,130,3+1,3,1,2,29,7,1,İkinci El,Kombi (Doğalgaz),6-10 arası,500,
590,SAHRAYI CEDİT'DE EMİNTAŞ SİTESİNDE SATILIK 3+1..,Sahrayı Cedit,3.950.000,120,150,3+1,3,1,2,10,9,1,,Merkezi Sistem (Isı Payı Ölçer),31-35 arası,0,0
591,FORTİS SİNANLI KADIKÖY'DE 1+0 SATILIK DAİRE,Fikirtepe,2.500.000,38,50,1+0 (Stüdyo),1,0,1,7,20 ve üzeri,12,,Yerden Isıtma,1,0,0
592,BAYSAŞ İSTANBUL 216 1.ETAP 2+1 VATANDAŞLIĞA UYGUN FIRSAT DAİRE,Dumlupınar,4.114.000,70,98,2+1,2,1,1,18,20 ve üzeri,14,,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,750,0
593,KADIKÖY HASANPAŞA DA SATILIK 2+1 YÜKSEK GİRİŞ DAİRE,Hasanpaşa,2.650.000,65,75,2+1,2,1,1,22,2,Yüksek Giriş,,Kombi (Doğalgaz),6-10 arası,,9.000
594,DİNAMİK'TEN SUADİYE SAHİLDE 3+1 BALKONLU GENİŞ M2 SATILIK DAİRE,Suadiye,11.950.000,120,150,3+1,3,1,2,31,10-20 arası,6,İkinci El,Kombi (Doğalgaz),4,0,0
595,Erenköy Divan'a Yakın Bağdat Caddesi 7. Bina,Erenköy,9.800.000,105,135,3+1,3,1,2,8,10-20 arası,8,İkinci El,Yerden Isıtma,4,0,0
596,NESRİN EMLAK'TAN YATIRIMA UYGUN CADDEYE YAKIN DAİRE,Hasanpaşa,2.500.000,70,100,2+1,2,1,1,32,4,3,İkinci El,Kombi (Doğalgaz),40 ve üzeri,0,0
597,Fenerbahçe Ayanoğlu Caddesi Yakın Yatırımlık Binada 3+1,Fenerbahçe,6.200.000,120,150,3+1,3,1,1,26,3,2,İkinci El,Merkezi Sistem,36-40 arası,0,0
598,Caddebostan Taşmektep Sokak Balkonlu 3 Yıllık Binada,Caddebostan,8.450.000,120,150,3+1,3,1,2,26,10-20 arası,2,İkinci El,Kombi (Doğalgaz),3,,
599,SUADİYE BAĞDATA YAKIN 6 YILLIK 200M2 LÜKS BAHÇE KULLANIMLI,Suadiye,4.750.000,160,200,3+1,3,1,2,25,5,,İkinci El,Kombi (Doğalgaz),6-10 arası,,
600,DİNAMİK'TEN ÖZGÜRLÜK PARKINA KOMŞU GENİŞ 2+1 BALKONLU 4 YILLIK,Göztepe,5.350.000,85,118,2+1,2,1,1,14,7,3,,Klima,4,170,0
601,WEN CADDE'DEN SUADİYE AYŞEÇAVUŞ CAD.4 YAŞINDA SATILIK 3+1,Suadiye,5.950.000,120,150,3+1,3,1,2,22,10-20 arası,5,İkinci El,Kombi (Doğalgaz),4,300,15.000
602,KADIKÖY RIHTIM'A YAKIN SATILIK 3+1 DAİRE,Osmanağa,3.500.000,130,140,3+1,3,1,1,19,,2,İkinci El,Kombi (Doğalgaz),31-35 arası,,
603,GÖZTEPE CADDE PARALELİ YENİ BİNADA 3+1 SATILIK DAİRE,Göztepe,7.550.000,90,120,3+1,3,1,2,33,10,6,Sıfır,Klima,0,0,0
604,Bostancı Gösteri Merk. Yakını Satılık Yüksek Kat Ferah 3+1 Daire,Bostancı,3.150.000,95,110,3+1,3,1,1,26,10,Giriş Katı,İkinci El,Kombi (Doğalgaz),21-25 arası,,
605,BAĞDAT CADDESİ ÜZERİ 4+1 150 M2 NET SATILIK DAİRE 9.550.000 TL,Fenerbahçe,9.550.000,150,185,4+1,4,1,2,21,5,1,,Merkezi Sistem,21-25 arası,840,0
606,Teknik Yapı Suadiye Sahil Sitesinde 3+1 Satılık Bahçe Katı,Suadiye,17.500.000,100,130,3+1,3,1,1,26,5,Bahçe katı,,Klima,4,0,0
607,CENTURY 21.SAHRA'DAN BAĞDAT'A ÇOK YAKIN HAVUZLU 4+1 İÇİ YAPILI,Suadiye,14.750.000,160,195,4+1,4,1,3,24,10,2,,Merkezi Sistem,26-30 arası,0,0
608,CENTURY 21.SAHRA'DAN BAĞDAT'A ÇOK YAKIN 4+1 İÇİ FULL YAPILI,Suadiye,10.950.000,165,210,4+1,4,1,3,25,7,5,,Merkezi Sistem,31-35 arası,0,0
609,CADDEBOSTAN SAHİL'DE DUBLEX DENİZ MANZARALI CENTURY 21 SAHRA'DAN,Caddebostan,22.500.000,250,310,4+2,4,2,4,26,10-20 arası,12,,Klima,0,0,0
610,"KOZYATAĞI İÇİ FULL YENİLENMİŞ FERAH,AYDINLIK SATILIK DAİRE",Kozyatağı,5.450.000,110,125,3+1,3,1,1,24,9,9,,Kombi (Doğalgaz),31-35 arası,0,0
611,CENTURY 21.SAHRA'DAN MİMARİ TASARIMLI 4+1 160M2 NET SÜPER LÜKS,Suadiye,10.785.000,160,185,4+1,4,1,3,30,10-20 arası,2,,Merkezi Sistem,26-30 arası,0,0
612,CENTURY 21.SAHRA'DAN 2 YILLIK GÜVENLİKLİ SİTE İÇERİSİNDE 2+1,Suadiye,5.495.000,80,110,2+1,2,1,1,21,10,1,,Klima,2,0,0
613,Erenköy Mükemmel Konumda 2+1 95 m2,Erenköy,5.575.000,80,95,2+1,2,1,1,24,10-20 arası,3,,Yerden Isıtma,0,0,0
614,BOSTANCI SAHİL POLAT SİTESİ 300m2 DENİZ MANZARALI SATILIK 5+2,Bostancı,23.000.000,250,300,5+2,5,2,3,31,7,6,İkinci El,Merkezi Sistem,40 ve üzeri,1.000,45.000
615,BOSTANCI İKİ İNCİ SİTESİ 2.KAT LİMİTSİZ KREDİLİ 90m2 SATILIK 2+1,Bostancı,5.000.000,80,100,2+1,2,1,1,31,8,3,İkinci El,Kombi (Doğalgaz),16-20 arası,400,12.500
616,WEN CADDE CADDEBOSTAN SAHİLDE FERAH FIRSAT DUBLEKS 4+1 DAİRE,Caddebostan,7.250.000,240,280,4+1,4,1,3,25,7,7,İkinci El,Kombi (Doğalgaz),16-20 arası,0,0
617,DİNAMİK'TEN SUADİYE'DE SİTE İÇİ YEŞİLLİKLER İÇİNDE FIRSAT 2+1,Suadiye,5.650.000,80,115,2+1,2,1,1,23,10,1,,Merkezi Sistem (Isı Payı Ölçer),2,0,0
618,Suadiye'de Sıfır Binada Balkonlu 3+1 Satılık Daire,19 Mayıs,8.200.000,96,123,3+1,3,1,2,7,8,8,Sıfır,Kombi (Doğalgaz),0,0,0
619,DİNAMİK'TEN FENERYOLUN'DA PARKA YAKIN ÖNÜ AÇIK MANZARALI 3+1,Feneryolu,6.650.000,100,140,3+1,3,1,1,19,10-20 arası,11,,Kombi (Doğalgaz),3,0,0
620,Caddebostan da satılık boş 2+1 kapalı otoparklı daire,Caddebostan,7.700.000,75,100,2+1,2,1,1,31,10-20 arası,9,Sıfır,Kombi (Doğalgaz),0,,
621,YETKİNDEN YENİ BİNADA 3+1 95M2 NET YÜKSEK GİRİŞ,Erenköy,5.950.000,95,130,3+1,3,1,1,16,10,Yüksek Giriş,İkinci El,Merkezi Sistem (Isı Payı Ölçer),3,,
622,CENTURY 21.SAHRA'DAN MARK&SPENCER'A ÇOK YAKIN 2+1 YAPILI,Suadiye,5.695.000,80,110,2+1,2,1,2,14,4,2,,Merkezi Sistem,26-30 arası,0,0
623,DİNAMİK'TEN GÖZTEPE'DE MARMARAY VE PARKA ÇOK YAKIN 5 YAŞINDA 2+1,Göztepe,3.350.000,75,90,2+1,2,1,1,,7,Giriş Katı,,Klima,6-10 arası,0,0
624,CENTURY 21.SAHRA'DAN SUADİYE SAHİLDE BAHÇE KULLANIMLI 3+1 YAPILI,Suadiye,9.250.000,100,135,3+1,3,1,2,11,3,Müstakil,,Klima,31-35 arası,0,0
625,GÖZTEPE BAĞDAT CAD.4 DAKİKA 12 YILLIK İSKANLI 6.KAT SATILIK 3+1,Göztepe,6.900.000,110,135,3+1,3,1,2,31,8,6,,Kombi (Doğalgaz),11-15 arası,785,20.000
626,F.BAHÇE MARİNADA 155M2  LEBİDERYA BALKONLU GÜVENLİKLİ,Fenerbahçe,15.750.000,120,155,3+1,3,1,2,12,10-20 arası,9,İkinci El,Merkezi Sistem (Isı Payı Ölçer),31-35 arası,,
627,"Şaşkınbakkal ,Kazım Özalp Sokak'ta 3+2 Çatı dubleks",Suadiye,18.500.000,240,300,3+2,3,2,3,30,3,3,İkinci El,Kalorifer (Doğalgaz),21-25 arası,,
628,Kadıköy Hasanpaşa'da 3+1 Satılık Daire,Hasanpaşa,1.650.000,70,95,3+1,3,1,1,,4,Kot 4,,Kalorifer (Doğalgaz),26-30 arası,,
629,Fenerbahçe Dr. Faruk Ayanoğlu - Bağdat Caddesi 3+1 Satılık,Fenerbahçe,9.250.000,100,130,3+1,3,1,2,1,8,5,Sıfır,Kombi (Doğalgaz),0,0,0
630,Çiftehavuzlar Dalyan Sahil & Yalı Parseli Deniz Manzaralı 2+1 %,Fenerbahçe,7.350.000,65,82,2+1,2,1,1,17,10-20 arası,5,,Kombi (Doğalgaz),4,550,20.000
631,SUADİYE'DE EŞSİZ KONUM ve BENZERSİZ - SATILIK GENİŞ 3+1,Suadiye,22.500.000,155,190,3+1,3,1,2,26,10-20 arası,6,,Klima,3,0,0
632,Kadıköy Modada 3+1 Bakımlı Balkonlu Daire,Caferağa,6.500.000,115,125,3+1,3,1,1,39,4,3,,Kombi (Doğalgaz),31-35 arası,0,0
633,BENZERSİZ BENESTA ACIBADEM - 1+1 daire MUHTEŞEM FİYAT!,Acıbadem,9.000.600,51,62,1+1,1,1,1,36,20 ve üzeri,13,Sıfır,Merkezi Sistem,0,0,0
634,Kadıköy Feneryolu Mah. Satılık 4+1 Ultra LÜks Dubleks Daire,Feneryolu,13.000.000,190,240,4+1,4,1,3,27,10-20 arası,,İkinci El,Merkezi Sistem (Isı Payı Ölçer),3,,
635,Dinamik'ten Şaşkınbakkal Sahilde Katta Tek 260 m² 4+1 3.Balkonlu,Suadiye,14.650.000,240,260,4+1,4,1,2,24,10,9,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,0,0
636,"SAHİLDE, YALI BOSTANCI PROJESİNDE SATILIK RESİDENCE DAİRESİ !!",Bostancı,4.475.000,61,71,2+1,2,1,1,8,4,1,,Klima,0,0,0
637,ŞAŞKINBAKKAL SAHİLDE 150 M2 KATTA TEK SIFIR SATILIK DAİRE!!,Caddebostan,11.500.000,117,150,3+1,3,1,2,18,10-20 arası,2,Yapım Aşamasında,Kombi (Doğalgaz),0,,
638,DİNAMİK'TEN ERENKÖY'DE 145M2 3+1 110M2 NET BALKONLU SATILIK,Erenköy,4.895.000,110,145,3+1,3,1,2,16,10,4,İkinci El,Merkezi Sistem,26-30 arası,0,0
639,Caddebostan sahilde 3+1 balkonlu depolu yabancı satışa uygun,Caddebostan,10.500.000,100,125,3+1,3,1,2,36,7,3,,Klima,4,570,0
640,Yatırımlık!! Bağdat cad 500m yeşillikler içinde balkonlu 3+1,Erenköy,5.600.000,100,125,3+1,3,1,2,29,3,1,İkinci El,Merkezi Sistem,31-35 arası,500,20.000
641,KADIKÖY ACIBADEM MAHALLESİ'NDE SATILIK 2+1 DAİRE,Acıbadem,1.450.000,50,55,2+1,2,1,1,6,4,Bahçe katı,,Soba (Doğalgaz),11-15 arası,0,0
642,19 MAYIS MAH. ACIBADEM HASTANESİ YAKIN İYİ KONUMDA BALKONLU 2+1,19 Mayıs,3.250.000,80,90,2+1,2,1,1,13,6,6,İkinci El,Kalorifer (Doğalgaz),31-35 arası,300,
